track_number,explicit,artist_popularity,album_total_tracks,track_duration_min,artist_followers_log,is_album,is_compilation,is_single,track_artist_ratio,dur_Short,dur_Medium,dur_Long,is_collaboration,release_month,Is_Top_50
6,0,1.031822557,0.083333333,0.479452055,1.173756989,1,0,0,0.595940822,0,1,0,0,7,
8,0,1.031822557,0.083333333,0.75146771,1.173662626,1,0,0,1.043594697,0,0,1,0,7,
15,1,1.031822557,0.083333333,0.960861057,1.173756989,1,0,0,1.287769539,0,0,1,0,7,
2,1,1.031822557,0.083333333,0.502935421,1.173662626,1,0,0,0.799419856,0,1,0,0,7,
1,0,-0.749816247,0,0.516634051,-0.77417852,0,0,1,2.876032614,0,1,0,0,7,
1,1,1.031822557,0,0.479452055,1.173662626,0,0,1,0.718028243,0,1,0,0,7,
1,0,-2.429647119,0,0.43444227,-2.04090083,0,0,1,0.904857699,0,1,0,0,7,
1,1,0.064647206,0,0.677103718,0.477240937,0,0,1,13.40874222,0,0,1,1,7,
1,0,0.420974967,0,0.522504892,0.803383257,0,0,1,1.261174119,0,1,0,0,7,
1,0,-1.971511427,0,0.444227006,-2.225303346,0,0,1,0.625253339,0,1,0,0,7,
3,1,0.471878933,0.155555556,0.4481409,0.285515974,1,0,0,-3.947099104,0,1,0,0,7,
12,0,-0.240776589,0.155555556,0.816046967,0.074133457,0,1,0,2.329302589,0,0,1,0,7,
1,0,-2.327839188,0.005555556,0.571428571,-2.161203307,0,0,1,0.565621472,0,1,0,0,7,
5,0,0.420974967,0.061111111,0.622309198,0.285976001,1,0,0,0.263708813,0,1,0,0,7,
14,0,-0.648008315,0.083333333,0.616438356,0.017654523,1,0,0,3.392683918,0,1,0,0,7,
1,0,-0.546200384,0,0.432485323,-0.98215649,0,0,1,-0.741398343,0,1,0,0,7,
2,0,-1.309759871,0.055555556,1,-1.534517067,0,1,0,1.678541024,0,0,1,0,7,
9,0,0.166455138,0.05,0.569471624,-0.244335142,1,0,0,4.450892979,0,1,0,0,7,
1,0,-0.088064691,0,0.567514677,-0.318177544,0,0,1,-0.783798401,0,1,0,0,7,
1,1,0.471878933,0,0.4481409,0.285344906,0,0,1,2.459921044,0,1,0,0,7,
1,1,0.828206694,0,0.587084149,0.893637588,0,0,1,0.742453594,0,1,0,0,7,
19,0,-1.055240042,0.261111111,0.949119374,-1.385644486,1,0,0,0.571273494,0,0,1,0,7,
17,0,-1.055240042,0.261111111,0.675146771,-1.385644486,1,0,0,0.77023738,0,0,1,0,7,
24,0,-2.684166949,0.133333333,0.266144814,-1.733034286,1,0,0,0.271519267,1,0,0,0,7,
5,0,-1.258855905,0.133333333,0.457925636,-1.289083439,1,0,0,0.078594751,0,1,0,0,7,
1,1,0.62459083,0.011111111,0.712328767,0.551686707,0,0,1,-3.519873125,0,0,1,0,7,
4,1,0.62459083,0.022222222,0.536203523,0.551894959,0,0,1,-3.519873125,0,1,0,0,7,
5,1,0.62459083,0.022222222,0.563600783,0.551686707,0,0,1,-3.519873125,0,1,0,0,7,
17,0,-1.258855905,0.133333333,0.487279843,-1.289083439,1,0,0,0.445515365,0,1,0,0,7,
16,0,-0.495296418,0.105555556,0.782778865,-0.214486448,0,1,0,1.301891686,0,0,1,0,7,
3,0,0.675494796,0.066666667,0.57925636,0.113347394,1,0,0,1.096792104,0,1,0,0,6,
6,1,0.828206694,0.072222222,0.600782779,0.796094168,1,0,0,0.590350833,0,1,0,1,6,
7,0,-0.444392452,0.066666667,0.66927593,-0.437460495,1,0,0,-0.911249116,0,0,1,1,6,
12,1,0.828206694,0.072222222,0.469667319,0.796094168,1,0,0,-0.018060209,0,1,0,0,6,
14,1,0.828206694,0.072222222,0.665362035,0.796031277,1,0,0,1.604369237,0,1,0,1,6,
4,1,0.828206694,0.072222222,0.436399217,0.796153367,1,0,0,0.945257275,0,1,0,0,6,
11,1,0.828206694,0.072222222,0.553816047,0.796153367,1,0,0,1.148060956,0,1,0,0,6,
13,1,0.828206694,0.072222222,0.731898239,0.796153367,1,0,0,0.184743472,0,0,1,0,6,
1,0,0.930014625,0,0.739726027,1.184092434,0,0,1,-1.957564925,0,0,1,0,6,
9,1,0.828206694,0.072222222,0.563600783,0.796094168,1,0,0,1.300163716,0,1,0,0,6,
1,1,0.828206694,0.072222222,0.547945205,0.796031277,1,0,0,1.553668317,0,1,0,0,6,
8,1,0.828206694,0.072222222,0.59295499,0.796153367,1,0,0,1.401565557,0,1,0,0,6,
7,1,0.828206694,0.072222222,0.692759295,0.796031277,1,0,0,0.286145312,0,0,1,0,6,
2,1,0.828206694,0.072222222,0.714285714,0.796094168,1,0,0,0.387547153,0,0,1,0,6,
5,1,0.828206694,0.072222222,0.671232877,0.796031277,1,0,0,1.350864636,0,0,1,0,6,
10,1,0.828206694,0.072222222,0.504892368,0.796031277,1,0,0,0.336846232,0,1,0,1,6,
3,1,0.828206694,0.072222222,0.679060665,0.796031277,1,0,0,0.083341631,0,0,1,1,6,
9,0,0.675494796,0.066666667,0.463796477,0.113347394,1,0,0,0.661650617,0,1,0,0,6,
1,1,0.62459083,0,0.921722114,0.577198771,0,0,1,1.65678552,0,0,1,0,6,
2,1,0.777302728,0.061111111,0.739726027,0.880866085,1,0,0,0.791075299,0,0,1,0,6,
1,0,0.726398762,0,0.553816047,0.902084443,0,0,1,0.268442898,0,1,0,0,6,
1,0,-1.513375734,0,0.315068493,-1.574497792,0,0,1,0.176362768,1,0,0,0,6,
1,1,0.930014625,0,0.671232877,0.389623851,0,0,1,0.345122732,0,0,1,0,6,
1,0,-1.258855905,0,0.469667319,-1.288981745,0,0,1,0.71236672,0,1,0,0,6,
2,1,0.115551172,0.05,0.502935421,0.262229338,1,0,0,0.597342128,0,1,0,0,6,
3,0,-1.818799529,0.05,0.782778865,-0.208961159,1,0,0,1.024058921,0,0,1,0,6,
1,0,0.115551172,0.05,0.657534247,0.262193706,1,0,0,3.504489018,0,1,0,0,6,
1,0,0.777302728,0.072222222,0.726027397,0.880866085,1,0,0,1.223245023,0,0,1,1,6,
1,0,-0.34258452,0.011111111,0.500978474,-0.831606406,0,0,1,-2.775477685,0,1,0,0,6,
11,0,0.777302728,0.072222222,0.602739726,0.880866085,1,0,0,1.601393531,0,1,0,0,6,
10,1,-0.34258452,0.111111111,0.679060665,-0.0693766,1,0,0,-0.201481321,0,0,1,0,6,
1,0,-0.95343211,0,0.512720157,-0.658932849,0,0,1,-0.688981788,0,1,0,0,6,
1,0,0.420974967,0,0.295499022,0.185178306,0,0,1,1.061681058,1,0,0,0,6,
1,0,0.777302728,0.022222222,0.522504892,1.05692614,0,0,1,0.737054083,0,1,0,0,6,
1,0,0.777302728,0,0.180039139,0.902294948,0,0,1,-1.207709674,1,0,0,0,6,
1,1,1.286342386,0,0.659491194,1.128590472,0,0,1,0.837105865,0,1,0,0,6,
1,0,0.217359104,0,0.647749511,0.363168317,0,0,1,3.601715928,0,1,0,0,6,
1,0,-1.971511427,0,0.639921722,-1.882021743,0,0,1,1.115126741,0,1,0,0,6,
1,0,0.726398762,0,0.487279843,0.902084443,0,0,1,-0.483046333,0,1,0,0,6,
1,0,-0.037160725,0.005555556,0.485322896,0.015607636,0,0,1,59.16308504,0,1,0,0,6,
1,0,-1.513375734,0,0.414872798,-1.574359193,0,0,1,0.259602347,0,1,0,0,6,
1,0,0.777302728,0,0.334637965,0.902294948,0,0,1,-0.073264149,0,1,0,0,5,
7,0,-2.022415393,0.055555556,0.690802348,-1.896131158,1,0,0,0.588753022,0,0,1,0,5,
1,1,-0.902528145,0,0.778864971,-1.157130932,0,0,1,-0.681315551,0,0,1,0,5,
1,0,-2.022415393,0.055555556,0.195694716,-1.896243978,1,0,0,0.588753022,1,0,0,0,5,
8,0,-2.022415393,0.055555556,0.30332681,-1.896243978,1,0,0,0.983245345,1,0,0,0,5,
1,0,0.370071001,0.005555556,0.712328767,0.55222546,0,0,1,0.413449178,0,0,1,0,5,
66,0,0.319167035,0.422222222,0.988258317,0.224061114,0,1,0,-6.888170976,0,0,1,0,5,
1,0,-2.735070914,0,0.514677104,-2.182215499,0,0,1,0.803812724,0,1,0,0,5,
12,0,0.420974967,0.083333333,0.436399217,0.59746067,1,0,0,1.061681058,0,1,0,0,5,
5,1,0.726398762,0.055555556,0.688845401,0.902084443,1,0,0,1.887035087,0,0,1,0,5,
9,0,-1.106144008,0.044444444,1,-0.706909848,1,0,0,1.11440697,0,0,1,0,5,
3,1,0.726398762,0.055555556,0.774951076,0.902084443,1,0,0,1.887035087,0,0,1,0,5,
7,0,0.726398762,0.055555556,0.647749511,0.902084443,1,0,0,1.308966448,0,1,0,0,5,
10,0,0.726398762,0.055555556,0.483365949,0.902084443,1,0,0,1.655807631,0,1,0,0,5,
6,1,0.777302728,0.055555556,0.56555773,0.902294948,1,0,0,1.547372316,0,1,0,0,5,
8,1,0.726398762,0.055555556,0.559686888,0.902084443,1,0,0,1.771421359,0,1,0,0,5,
11,0,0.726398762,0.055555556,0.66927593,0.902084443,1,0,0,1.077738992,0,0,1,0,5,
9,0,0.726398762,0.055555556,0.549902153,0.902084443,1,0,0,1.598000767,0,1,0,0,5,
1,0,0.522782899,0,0.491193738,0.793749799,0,0,1,2.220396191,0,1,0,0,5,
1,0,0.064647206,0.155555556,0.569471624,0.142426597,0,1,0,-8.025718588,0,1,0,0,5,
2,0,0.777302728,0.055555556,0.733855186,0.902294948,1,0,0,1.817478393,0,0,1,0,5,
4,1,0.726398762,0.055555556,0.518590998,0.902084443,1,0,0,1.424580176,0,1,0,0,5,
1,1,0.726398762,0.055555556,0.454011742,0.902084443,1,0,0,1.308966448,0,1,0,0,5,
1,0,0.930014625,0,0.941291585,0.918692417,0,0,1,-0.512741297,0,0,1,0,5,
1,0,-0.088064691,0,0.585127202,0.088058447,0,0,1,-6.505687851,0,1,0,0,5,
1,0,-0.088064691,0,0.465753425,-0.12331027,0,0,1,-14.61169791,0,1,0,0,5,
1,0,-1.258855905,0,0.315068493,-1.273129437,0,0,1,0.679010301,1,0,0,0,5,
1,1,0.777302728,0,0.56555773,0.902294948,0,0,1,-1.693900614,0,1,0,0,5,
12,0,0.01374324,0.161111111,0.698630137,0.23458798,0,1,0,-37.75023547,0,0,1,0,5,
7,1,0.62459083,0.061111111,0.69667319,0.719492298,1,0,0,0.98449219,0,0,1,0,5,
1,1,0.726398762,0.122222222,1,0.792138451,1,0,0,0.384056625,0,0,1,0,5,
1,1,-0.037160725,0.072222222,0.712328767,-0.005746733,1,0,0,-19.93767301,0,0,1,0,5,
10,1,-0.037160725,0.072222222,0.641878669,-0.005875602,1,0,0,-21.06768384,0,1,0,0,5,
1,0,-1.106144008,0,0.530332681,-1.255000628,0,0,1,0.962560809,0,1,0,0,5,
1,0,0.573686864,0,0.536203523,0.605742819,0,0,1,1.071847283,0,1,0,0,5,
1,0,-2.836878846,0,0.761252446,-2.570091793,0,0,1,0.774966043,0,0,1,0,5,
1,0,-0.444392452,0,0.487279843,-0.456842558,0,0,1,-1.667175306,0,1,0,1,4,
10,0,0.166455138,0.055555556,0.643835616,0.372793473,1,0,0,2.685044936,0,1,0,0,4,
5,0,0.166455138,0.055555556,0.618395303,0.372885832,1,0,0,3.694100961,0,1,0,0,4,
1,0,0.777302728,0,0.334637965,0.902294948,0,0,1,0.088799497,0,1,0,0,4,
9,0,0.166455138,0.055555556,0.528375734,0.372793473,1,0,0,2.43278093,0,1,0,0,4,
3,0,0.166455138,0.055555556,0.594911937,0.373078524,1,0,0,0.414668881,0,1,0,0,4,
8,1,0.166455138,0.072222222,0.637964775,0.478028635,1,0,0,2.43278093,0,1,0,1,4,
7,1,0.166455138,0.055555556,0.692759295,0.372885832,1,0,0,0.162404875,0,0,1,0,4,
4,0,-0.088064691,0.116666667,0.716242661,0.02046216,1,0,0,1.600322204,0,0,1,0,4,
11,0,-0.088064691,0.116666667,0.581213307,0.020407304,1,0,0,-4.598391368,0,1,0,0,4,
1,1,-0.088064691,0.116666667,0.457925636,0.020407304,1,0,0,4.461266929,0,1,0,0,4,
1,1,-0.088064691,0,0.534246575,0.041418385,0,0,1,-3.167919005,0,1,0,1,4,
4,1,-0.088064691,0.027777778,0.839530333,-0.261882563,1,0,0,24.96470413,0,0,1,0,4,
1,0,1.184534454,0,0.608610568,1.158336382,0,0,1,0.873603822,0,1,0,0,4,
14,0,-1.157047974,0.327777778,0.324853229,-1.507342169,0,1,0,0.375841721,1,0,0,0,4,
1,0,-0.749816247,0.127777778,0.594911937,-1.33150963,1,0,0,0.467961598,0,1,0,0,4,
4,1,-0.34258452,0.122222222,0.688845401,-0.67723201,1,0,0,-2.040050153,0,0,1,1,4,
1,0,-3.549534368,0,0.545988258,-3.230063906,0,0,1,0.619372681,0,1,0,0,4,
4,0,-0.138968657,0.066666667,0.68297456,-0.055164947,1,0,0,1.316285937,0,0,1,0,4,
1,0,-0.698912281,0,0.405088063,-0.473877693,0,0,1,-0.339081305,0,1,0,1,4,
1,1,-0.34258452,0,0.745596869,-0.678182316,0,0,1,-2.040050153,0,0,1,0,4,
5,0,1.540862215,0.138888889,0.749510763,1.236027391,1,0,0,0.426317316,0,0,1,0,4,
21,0,1.540862215,0.138888889,0.706457926,1.236127237,1,0,0,0.099298863,0,0,1,1,4,
6,0,1.540862215,0.138888889,0.739726027,1.236027391,1,0,0,0.807838846,0,0,1,0,4,
9,0,1.540862215,0.138888889,0.839530333,1.236027391,1,0,0,0.235556552,0,0,1,0,4,
4,0,1.540862215,0.138888889,0.81409002,1.236027391,1,0,0,0.26280809,0,0,1,0,4,
14,0,1.540862215,0.138888889,0.759295499,1.236224006,1,0,0,0.181053476,0,0,1,0,4,
1,1,0.828206694,0,0.667318982,0.796031277,0,0,1,-2.248900698,0,0,1,1,4,
18,0,1.540862215,0.138888889,0.845401174,1.236027391,1,0,0,0.072047325,0,0,1,0,4,
8,0,1.540862215,0.138888889,0.639921722,1.236224006,1,0,0,0.1265504,0,1,0,0,4,
24,0,1.540862215,0.138888889,0.602739726,1.236127237,1,0,0,0.181053476,0,1,0,1,4,
12,0,1.540862215,0.138888889,0.784735812,1.236335443,1,0,0,0.153801938,0,0,1,0,4,
19,0,1.540862215,0.138888889,0.763209393,1.236027391,1,0,0,0.208305014,0,0,1,0,4,
10,0,1.540862215,0.138888889,0.778864971,1.236027391,1,0,0,0.644329619,0,0,1,0,4,
20,0,1.540862215,0.138888889,0.774951076,1.236224006,1,0,0,0.181053476,0,0,1,0,4,
15,0,1.540862215,0.138888889,1,1.236224006,1,0,0,0.290059627,0,0,1,0,4,
23,0,1.540862215,0.138888889,0.782778865,1.236027391,1,0,0,0.099298863,0,0,1,0,4,
7,0,1.540862215,0.138888889,0.843444227,1.236027391,1,0,0,0.181053476,0,0,1,1,4,
26,0,1.540862215,0.138888889,0.774951076,1.236027391,1,0,0,0.072047325,0,0,1,0,4,
13,0,1.540862215,0.138888889,0.8962818,1.236027391,1,0,0,0.099298863,0,0,1,0,4,
3,0,1.540862215,0.138888889,0.753424658,1.236027391,1,0,0,0.617078081,0,0,1,0,4,
22,0,1.540862215,0.138888889,0.890410959,1.236027391,1,0,0,0.399065779,0,0,1,0,4,
17,0,1.540862215,0.138888889,0.759295499,1.236335443,1,0,0,0.099298863,0,0,1,0,4,
25,0,1.540862215,0.138888889,0.665362035,1.236027391,1,0,0,0.181053476,0,1,0,0,4,
1,0,1.540862215,0.138888889,0.772994129,1.236027391,1,0,0,0.562575006,0,0,1,0,4,
2,0,1.540862215,0.138888889,0.945205479,1.236027391,1,0,0,0.26280809,0,0,1,1,4,
16,0,1.540862215,0.138888889,0.859099804,1.236127237,1,0,0,0.153801938,0,0,1,0,4,
11,0,1.540862215,0.138888889,0.720156556,1.236027391,1,0,0,0.290059627,0,0,1,0,4,
1,0,-3.39682247,0,0.726027397,-2.797600293,0,0,1,0.647218,0,0,1,0,4,
1,0,-2.124223324,0,0.4481409,-2.288900277,0,0,1,0.184950336,0,1,0,0,4,
3,1,0.217359104,0.111111111,0.655577299,0.419226405,1,0,0,4.37445925,0,1,0,0,4,
9,1,0.370071001,0.116666667,0.653620352,0.721882271,1,0,0,0.186515543,0,1,0,1,4,
1,1,0.064647206,0.011111111,0.43444227,0.477247178,0,0,1,10.81062576,0,1,0,0,3,
13,1,-0.240776589,0.066666667,0.444227006,-0.040259256,1,0,0,-4.297838937,0,1,0,1,3,
6,0,0.930014625,0.027777778,0.561643836,0.389123015,0,0,1,0.435424209,0,1,0,0,3,
5,1,0.930014625,0.027777778,0.540117417,0.389123015,0,0,1,1.473891191,0,1,0,0,3,
4,1,0.930014625,0.027777778,0.596868885,0.389623851,0,0,1,0.345122732,0,1,0,0,3,
2,0,0.930014625,0.027777778,0.465753425,0.389388471,0,0,1,0.751479377,0,1,0,0,3,
3,0,0.930014625,0.027777778,0.598825832,0.389623851,0,0,1,0.480574947,0,1,0,0,3,
1,0,-1.920607461,0,0.479452055,-1.890265526,0,0,1,0.663688473,0,1,0,0,3,
1,0,0.930014625,0.027777778,0.583170254,0.389623851,0,0,1,0.39027347,0,1,0,0,3,
10,1,0.879110659,0.083333333,0.567514677,0.965841739,1,0,0,0.699462659,0,1,0,0,3,
1,1,0.217359104,0,0.778864971,0.295232538,0,0,1,2.442600944,0,0,1,0,3,
15,1,0.879110659,0.083333333,0.643835616,0.966031643,1,0,0,0.79499294,0,1,0,0,3,
6,0,1.082726523,0.083333333,0.500978474,1.071082624,1,0,0,0.374010367,0,1,0,1,3,
8,0,0.930014625,0.055555556,0.984344423,0.918974479,1,0,0,0.164519779,0,0,1,0,3,
1,1,0.319167035,0.038888889,0.62035225,0.432317298,0,1,0,2.452843834,0,1,0,0,3,
9,0,1.082726523,0.083333333,0.542074364,1.071234635,1,0,0,0.684270456,0,1,0,0,3,
5,0,1.082726523,0.083333333,0.677103718,1.071178542,1,0,0,0.529140411,0,0,1,1,3,
4,1,0.319167035,0.038888889,0.549902153,0.432317298,0,1,0,3.768479723,0,1,0,0,3,
16,1,1.082726523,0.083333333,0.471624266,1.071178542,1,0,0,0.684270456,0,1,0,0,3,
13,0,1.082726523,0.083333333,0.594911937,1.071178542,1,0,0,0.180097811,0,1,0,1,3,
14,0,1.082726523,0.083333333,0.504892368,1.071082624,1,0,0,0.451575389,0,1,0,1,3,
7,0,-2.124223324,0.083333333,0.324853229,-2.520272568,1,0,0,0.145415028,1,0,0,0,3,
4,0,1.082726523,0.083333333,0.495107632,1.071133804,1,0,0,0.723052967,0,1,0,0,3,
1,0,1.082726523,0.083333333,0.483365949,1.071133804,1,0,0,0.529140411,0,1,0,0,3,
15,0,1.082726523,0.083333333,0.60665362,1.071082624,1,0,0,0.684270456,0,1,0,0,3,
3,0,1.082726523,0.083333333,0.553816047,1.071133804,1,0,0,0.335227856,0,1,0,1,3,
2,1,-1.004336076,0.027777778,0.442270059,-0.645065451,0,0,1,2.188994539,0,1,0,0,3,
12,1,1.082726523,0.083333333,0.632093933,1.071082624,1,0,0,1.072095567,0,1,0,1,3,
10,0,1.082726523,0.083333333,0.571428571,1.071178542,1,0,0,0.257662833,0,1,0,0,3,
2,1,0.26826307,0.083333333,0.686888454,0.401379224,1,0,0,3.231335204,0,0,1,0,3,
2,0,0.319167035,0.038888889,0.964774951,0.432317298,0,1,0,2.189716656,0,0,1,0,3,
10,1,0.930014625,0.055555556,0.778864971,0.918692417,1,0,0,-0.016083175,0,0,1,0,3,
6,1,0.930014625,0.055555556,0.753424658,0.918692417,1,0,0,0.254821255,0,0,1,0,3,
2,0,1.082726523,0.083333333,0.596868885,1.071133804,1,0,0,0.374010367,0,1,0,0,3,
8,0,1.082726523,0.083333333,0.632093933,1.071082624,1,0,0,0.218880322,0,1,0,1,3,
3,1,-1.004336076,0.027777778,0.587084149,-0.645041394,0,0,1,2.188994539,0,1,0,0,3,
11,0,1.082726523,0.083333333,0.485322896,1.071133804,1,0,0,0.723052967,0,1,0,0,3,
10,0,0.319167035,0.177777778,0.727984344,0.390787508,0,1,0,-6.888170976,0,0,1,0,3,
3,0,0.573686864,0.033333333,0.59295499,0.927432473,0,0,1,0.925457949,0,1,0,0,3,
1,0,-2.378743154,0,0.56555773,-2.2657062,0,0,1,0.46525463,0,1,0,0,3,
2,1,1.286342386,0.011111111,0.614481409,1.130284006,0,0,1,0.771818644,0,1,0,1,3,
7,1,-0.851624179,0.033333333,0.545988258,-0.243797213,1,0,0,0.264098102,0,1,0,0,3,
1,0,1.082726523,0,0.542074364,1.071178542,0,0,1,0.4903579,0,1,0,0,3,
13,0,-0.393488486,0.083333333,0.665362035,-0.19539827,1,0,0,-1.882851377,0,1,0,0,3,
1,0,1.031822557,0,0.774951076,1.034599855,0,0,1,-2.008590817,0,0,1,0,3,
38,0,-0.546200384,0.311111111,0.857142857,-0.238641876,0,1,0,1.257438033,0,0,1,0,3,
1,0,0.471878933,0,0.667318982,0.639204851,0,0,1,-0.031697902,0,0,1,0,3,
9,1,0.370071001,0.061111111,0.604696673,0.44021284,1,0,0,2.455851891,0,1,0,0,3,
1,1,-0.037160725,0,0.712328767,-0.006015472,0,0,1,-15.41762969,0,0,1,0,3,
1,0,-0.444392452,0,0.59295499,-1.004525403,0,0,1,-2.423101497,0,1,0,0,2,
10,0,0.217359104,0.088888889,0.714285714,0.363168317,1,0,0,1.863043452,0,0,1,0,2,
1,0,-0.138968657,0.016666667,0.516634051,-0.055164947,0,0,1,15.8201127,0,1,0,0,2,
2,1,0.217359104,0.088888889,0.4481409,0.363168317,1,0,0,2.635786774,0,1,0,0,2,
14,0,-0.240776589,0.094444444,0.616438356,-0.183002995,1,0,0,-0.809869713,0,1,0,1,2,
5,0,-1.360663837,0.022222222,0.804305284,-1.563182622,0,0,1,0.381320262,0,0,1,0,2,
1,1,-1.615183666,0,0.72407045,-0.927640403,0,0,1,1.361136448,0,0,1,0,2,
6,0,-0.240776589,0.027777778,0.360078278,-0.304425874,0,0,1,3.89888874,0,1,0,0,2,
10,0,-0.444392452,0.094444444,0.540117417,-0.103107426,1,0,0,4.94717886,0,1,0,0,2,
1,1,-3.549534368,0,0.62035225,-2.858330238,0,0,1,0.619372681,0,1,0,0,2,
13,0,0.777302728,0.1,0.52446184,0.88828105,1,0,0,0.791075299,0,1,0,0,2,
10,1,1.23543842,0.094444444,0.774951076,1.158665988,0,1,0,0.021881517,0,0,1,0,2,
17,1,1.184534454,0.094444444,1,1.158336382,0,1,0,-0.260772143,0,0,1,0,2,
8,0,-0.240776589,0.15,0.937377691,-0.404213866,0,1,0,9.130842577,0,0,1,0,2,
14,0,1.031822557,0.094444444,0.755381605,1.142908653,0,1,0,-0.055192088,0,0,1,0,2,
9,1,1.23543842,0.094444444,0.798434442,1.158546698,0,1,0,-0.148061629,0,0,1,1,2,
12,0,1.23543842,0.094444444,0.833659491,1.158546698,0,1,0,-0.114073,0,0,1,0,2,
13,1,1.23543842,0.094444444,0.890410959,1.158546698,0,1,0,0.871597243,0,0,1,1,2,
8,1,1.184534454,0.094444444,0.632093933,1.158336382,0,1,0,-0.331670641,0,1,0,0,2,
5,0,1.184534454,0.094444444,0.863013699,1.158336382,0,1,0,-0.154424397,0,0,1,0,2,
3,1,1.184534454,0.094444444,0.759295499,1.158336382,0,1,0,-0.36711989,0,0,1,0,2,
1,0,-0.088064691,0,0.892367906,-0.47548902,0,0,1,-10.79710494,0,0,1,0,2,
15,1,1.23543842,0.094444444,1,1.158546698,0,1,0,-0.45395929,0,0,1,0,2,
18,0,1.23543842,0.094444444,1,1.158546698,0,1,0,-0.419970661,0,0,1,1,2,
2,0,1.184534454,0.094444444,0.637964775,1.158336382,0,1,0,-0.331670641,0,1,0,0,2,
11,0,1.184534454,0.094444444,0.729941292,1.158444096,0,1,0,-0.225322894,0,0,1,0,2,
4,0,1.23543842,0.094444444,0.681017613,1.158665988,0,1,0,-0.046095742,0,0,1,0,2,
16,1,1.23543842,0.094444444,1,1.158546698,0,1,0,-0.148061629,0,0,1,0,2,
7,1,1.23543842,0.094444444,0.675146771,1.158665988,0,1,0,0.803619985,0,0,1,0,2,
1,1,1.184534454,0.094444444,0.688845401,1.158444096,0,1,0,-0.260772143,0,0,1,0,2,
6,1,1.23543842,0.094444444,0.73776908,1.158546698,0,1,0,-0.046095742,0,0,1,0,2,
4,0,-0.34258452,0.111111111,0.819960861,-0.4022883,1,0,0,-2.530335174,0,0,1,0,1,
5,0,-0.851624179,0.061111111,0.692759295,-0.426501066,1,0,0,-0.130357035,0,0,1,0,1,
1,0,-2.78597488,0,0.530332681,-2.679417092,0,0,1,0.457536368,0,1,0,0,1,
1,0,1.031822557,0,0.649706458,1.173756989,0,0,1,0.351765981,0,1,0,0,1,
1,1,0.980918591,0,0.516634051,0.847972028,0,0,1,0.883712732,0,1,0,0,1,
7,1,0.064647206,0.05,0.399217221,0.00106793,1,0,0,3.016276373,0,1,0,1,1,
1,1,0.064647206,0.05,0.463796477,0.001013616,1,0,0,9.511567527,0,1,0,0,1,
1,0,-0.444392452,0,0.536203523,-0.855200727,0,0,1,-2.139629175,0,1,0,1,1,
1,0,-1.5642797,0,0.663405088,-1.195593922,0,0,1,0.251154499,0,1,0,0,1,
3,0,-1.309759871,0.05,0.5518591,-1.214065069,1,0,0,0.364080312,0,1,0,0,1,
4,1,0.064647206,0.05,0.567514677,0.001013616,1,0,0,12.10968399,0,1,0,1,1,
1,0,-0.393488486,0,0.47553816,-0.538844706,0,0,1,-2.096280742,0,1,0,0,1,
1,0,-0.749816247,0,0.399217221,-1.118449947,0,0,1,-0.092054917,0,1,0,0,1,
1,0,0.777302728,0,0.774951076,0.902294948,0,0,1,-1.801943045,0,0,1,0,1,
1,0,-2.022415393,0,0.397260274,-1.896018379,0,0,1,0.79638056,0,1,0,0,1,
4,0,1.540862215,0.088888889,0.735812133,1.236224006,1,0,0,0.344562703,0,0,1,0,1,
1,1,-0.240776589,0,0.493150685,0.004174034,0,0,1,-2.205057403,0,1,0,1,1,
2,1,1.540862215,0.088888889,0.780821918,1.236027391,1,0,0,0.371814241,0,0,1,0,1,
3,1,1.540862215,0.088888889,0.589041096,1.236224006,1,0,0,0.317311165,0,1,0,0,1,
7,1,1.540862215,0.088888889,1,1.236027391,1,0,0,0.290059627,0,0,1,0,1,
17,0,1.540862215,0.088888889,0.816046967,1.236027391,1,0,0,0.344562703,0,0,1,0,1,
10,1,1.540862215,0.088888889,0.835616438,1.236027391,1,0,0,0.317311165,0,0,1,0,1,
5,1,1.540862215,0.088888889,0.786692759,1.236027391,1,0,0,0.344562703,0,0,1,0,1,
3,0,-1.20795194,0.033333333,0.587084149,-1.539760666,1,0,0,-0.230951963,0,1,0,0,1,
12,0,1.540862215,0.088888889,0.688845401,1.236027391,1,0,0,0.26280809,0,0,1,0,1,
13,0,1.540862215,0.088888889,0.825831703,1.236027391,1,0,0,0.26280809,0,0,1,0,1,
6,0,1.540862215,0.088888889,0.688845401,1.236224006,1,0,0,0.290059627,0,0,1,1,1,
14,0,1.540862215,0.088888889,0.575342466,1.236127237,1,0,0,0.208305014,0,1,0,0,1,
9,0,1.540862215,0.088888889,0.88258317,1.236027391,1,0,0,0.290059627,0,0,1,1,1,
11,1,1.540862215,0.088888889,0.88258317,1.236027391,1,0,0,0.317311165,0,0,1,0,1,
8,0,1.540862215,0.088888889,0.722113503,1.236127237,1,0,0,0.26280809,0,0,1,0,1,
15,0,1.540862215,0.088888889,0.976516634,1.236127237,1,0,0,0.317311165,0,0,1,1,1,
16,0,1.540862215,0.088888889,0.784735812,1.236335443,1,0,0,0.644329619,0,0,1,1,1,
1,0,1.540862215,0.088888889,0.684931507,1.236127237,1,0,0,0.371814241,0,0,1,0,1,
1,1,-0.546200384,0,0.418786693,-0.367529497,0,0,1,-1.35642492,0,1,0,0,1,
